Trait1,Trait2,Trait1_code,Trait2_code,corr
parkinsons disease,nebivolol,HC206,MED1141164276,0.0804314695491352
parkinsons disease,osteoarthritis,HC206,HC376,0.0802001916278798
Parkinson's disease,lithium product,FH1262,MED1140867490,0.0801547384342687
Parkinson's disease,asacol mr 400mg e/c tablet,FH1262,MED1141188658,0.0800668625524621
parkinsons disease,Weighted-mean ISOVF in tract middle cerebellar peduncle,HC206,INI25720,0.0800422749789202
Parkinson's disease,zanidip 10mg tablet,FH1262,MED1141153032,0.0799811800053373
Parkinson's disease,Particulate matter air pollution (pm2.5) absorbance; 2010,FH1262,INI24007,0.0799560612107382
Parkinson's disease,Dried fruit intake,FH1262,INI1319,0.0799236783344765
parkinsons disease,Weighted-mean L1 in tract acoustic radiation (left),HC206,INI25569,0.0798045861225505
parkinsons disease,Mean ISOVF in superior corona radiata on FA skeleton (right),HC206,INI25464,0.0797952274408639
parkinsons disease,Water intake,HC206,INI1528,0.0796023949028737
parkinsons disease,codipar caplet,HC206,MED1141187304,0.0795175168016865
parkinsons disease,Median T2star in caudate (left),HC206,INI25028,0.0794034551484075
parkinsons disease,co-amilofruse,HC206,MED1140923402,0.0792832371562339
parkinsons disease,nurofen 200mg tablet,HC206,MED1141187776,0.0791385042072048
Parkinson's disease,"Volume of grey matter in Inferior Temporal Gyrus, anterior division (right)",FH1262,INI25809,0.0789496722648253
parkinsons disease,Weighted-mean FA in tract parahippocampal part of cingulum (right),HC206,INI25495,0.0789075062100954
parkinsons disease,Weighted-mean L2 in tract acoustic radiation (right),HC206,INI25597,0.0786148265963728
parkinsons disease,Mean ICVF in medial lemniscus on FA skeleton (right),HC206,INI25352,0.0785735838985259
Parkinson's disease,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (left)",FH1262,INI25806,0.0781560752090889
Parkinson's disease,estradiol product,FH1262,MED1141181700,0.077969110595383
Parkinson's disease,pravastatin,FH1262,MED1140888648,0.077797655639154
parkinsons disease,Miserableness,HC206,BIN1930,0.077570460695304
Parkinson's disease,Mean FA in body of corpus callosum on FA skeleton,FH1262,INI25059,0.0774827252263833
parkinsons disease,Had major operations,HC206,BIN2415,0.0774100428522264
Parkinson's disease,digoxin,FH1262,MED2038459814,0.0773990587720266
parkinsons disease,Arm BMD (bone mineral density) (left),HC206,INI23221,0.077273238959438
parkinsons disease,Arm BMD (bone mineral density) (right),HC206,INI23223,0.0771401077135745
Parkinson's disease,Weighted-mean L3 in tract superior thalamic radiation (right),FH1262,INI25647,0.0771231664649212
Parkinson's disease,3mm index of best keratometry results (right),FH1262,INI5237,0.0770891413854747
Parkinson's disease,Weighted-mean L1 in tract cingulate gyrus part of cingulum (right),FH1262,INI25574,0.0770486068261377
Parkinson's disease,bendrofluazide,FH1262,MED1140866122,0.0766565882693282
parkinsons disease,Weighted-mean L2 in tract forceps major,HC206,INI25606,0.0766194169407624
Parkinson's disease,Weighted-mean MD in tract superior longitudinal fasciculus (right),FH1262,INI25537,0.0765509172596992
Parkinson's disease,Weighted-mean ICVF in tract middle cerebellar peduncle,FH1262,INI25666,0.0764588621401612
parkinsons disease,Mean ICVF in corticospinal tract on FA skeleton (right),HC206,INI25350,0.0764422846854806
Parkinson's disease,ezetimibe,FH1262,MED1141192736,0.0764235809721833
parkinsons disease,Leg tissue fat percentage (right),HC206,INI23272,0.0763510035660151
parkinsons disease,Weighted-mean L2 in tract superior thalamic radiation (left),HC206,INI25619,0.0760183731365725
parkinsons disease,Weighted-mean L3 in tract superior thalamic radiation (left),HC206,INI25646,0.0758073943976285
parkinsons disease,Leg tissue fat percentage (left),HC206,INI23268,0.0754781380106473
Parkinson's disease,Weighted-mean ISOVF in tract cingulate gyrus part of cingulum (left),FH1262,INI25708,0.0753638592920778
Parkinson's disease,vaginal prolapse/uterine prolapse,FH1262,HC405,0.0753127099718267
Parkinson's disease,fracture radius,FH1262,HC57,0.0752609113216175
Parkinson's disease,valsartan,FH1262,MED1141145660,0.0752113083140638
Parkinson's disease,seroxat 20mg tablet,FH1262,MED1140882236,0.0750952240197973
parkinsons disease,allergy relief antihistamine 4mg tablet,HC206,MED1141194224,0.0749978717918217
Parkinson's disease,Fed-up feelings,FH1262,BIN1960,0.0749792194344142
parkinsons disease,Weighted-mean OD in tract medial lemniscus (right),HC206,INI25695,0.0748511177027908
Parkinson's disease,fracture neck of femur/hip,FH1262,HC406,0.0747340624654017
Parkinson's disease,hepatitis,FH1262,HC438,0.0745615948008353
Parkinson's disease,ginseng product,FH1262,MED1140911736,0.0744379320426949
parkinsons disease,Weighted-mean FA in tract posterior thalamic radiation (right),HC206,INI25508,0.0742777620758687
Parkinson's disease,pancreas cancer,FH1262,cancer1026,0.0741901919911749
parkinsons disease,vulval cancer,HC206,cancer1043,0.0741865715686438
parkinsons disease,Weighted-mean L2 in tract parahippocampal part of cingulum (left),HC206,INI25602,0.0741177161936339
Parkinson's disease,Total trunk fat,FH1262,INI22410,0.0740926139478503
parkinsons disease,bisoprolol fumarate+hydrochlorothiazide 10mg/6.25mg tablet,HC206,MED1140864950,0.0740634376102309
Parkinson's disease,clomipramine,FH1262,MED1140879620,0.0739710407626199
Parkinson's disease,Weighted-mean OD in tract forceps major,FH1262,INI25687,0.0738756366041674
parkinsons disease,rizatriptan,HC206,MED1141167932,0.073801853230846
Parkinson's disease,Volume of grey matter in Caudate (left),FH1262,INI25880,0.073623228398134
parkinsons disease,"Volume of grey matter in Middle Temporal Gyrus, temporooccipital part (left)",HC206,INI25806,0.0736222323276802
parkinsons disease,Volume of grey matter in Ventral Striatum (right),HC206,INI25891,0.0735338041417916
Parkinson's disease,tetralysal 300 capsule,FH1262,MED1140873476,0.0734618074679241
parkinsons disease,Mean ISOVF in body of corpus callosum on FA skeleton,HC206,INI25443,0.0734372185151374
Parkinson's disease,Cancer diagnosed by doctor,FH1262,BIN2453,0.0733126549068224
parkinsons disease,Microalbumin in urine,HC206,INI30500,0.0732024730548392
Parkinson's disease,fracture metatarsal,FH1262,HC327,0.0731612712653726
parkinsons disease,Non-cancer illness year/age first occurred,HC206,INI87,0.0730988783633232
Parkinson's disease,amias 2mg tablet,FH1262,MED1141156846,0.0730560928792149
Parkinson's disease,arthrotec 50 tablet,FH1262,MED1140927086,0.0730515538110628
Parkinson's disease,alverine,FH1262,MED1140879424,0.0730430027591196
Parkinson's disease,acne/acne vulgaris,FH1262,HC436,0.0730157335262368
Parkinson's disease,Pravastatin,FH1262,MED1000000004,0.0730032060149526
Parkinson's disease,Weighted-mean MO in tract superior longitudinal fasciculus (left),FH1262,INI25563,0.0728005591862241
parkinsons disease,vasculitis,HC206,HC292,0.0727941418271892
Parkinson's disease,betnesol 0.1% eye/ear/nose drops,FH1262,MED1140882626,0.0727399376952358
Parkinson's disease,nephritis,FH1262,HC4,0.0727006109575523
parkinsons disease,Weighted-mean OD in tract corticospinal tract (right),HC206,INI25686,0.0726997084306144
Parkinson's disease,lacri-lube eye ointment,FH1262,MED1140881472,0.072684503602724
Parkinson's disease,"Forced expiratory volume in 1-second (FEV1), predicted percentage",FH1262,INI20154,0.0726220173087073
parkinsons disease,Volume of grey matter in I-IV Cerebellum (left),HC206,INI25893,0.0725740420100167
parkinsons disease,Weighted-mean OD in tract cingulate gyrus part of cingulum (right),HC206,INI25682,0.0725720791398381
parkinsons disease,metronidazole product,HC206,MED1141157364,0.0724856603450131
Parkinson's disease,shingles,FH1262,HC105,0.072250050214249
Parkinson's disease,fracture face/orbit/eye socket,FH1262,HC341,0.0722432317764238
Parkinson's disease,bisoprolol,FH1262,MED1140879760,0.0722037331674551
parkinsons disease,crohns disease,HC206,HC322,0.0721886485362719
parkinsons disease,Weighted-mean ISOVF in tract forceps major,HC206,INI25714,0.0714984359149043
parkinsons disease,Arm tissue fat percentage (right),HC206,INI23255,0.0714763809922719
Parkinson's disease,temazepam,FH1262,MED1140863202,0.0713093523927728
parkinsons disease,Weighted-mean ICVF in tract acoustic radiation (right),HC206,INI25651,0.0712602321871261
Parkinson's disease,Salad/raw vegetable intake,FH1262,INI1299,0.0711839104075748
parkinsons disease,Arms BMC (bone mineral content),HC206,INI23224,0.0711005709759165
Parkinson's disease,liquifilm tears 1.4% eye drops,FH1262,MED1140878186,0.0707309527434691
parkinsons disease,penicillin v,HC206,MED1140888758,0.0706783727850043
Parkinson's disease,flu - influenza vaccine,FH1262,MED1140910498,0.0706070432562371
parkinsons disease,Mean ICVF in fornix cres+stria terminalis on FA skeleton (left),HC206,INI25383,0.0704209355339216
Parkinson's disease,Prostate cancer,FH1262,FH1044,0.0703978853820246
Parkinson's disease,syndol tablet,FH1262,MED1140856342,0.0703599117677638
Parkinson's disease,Inverse distance to the nearest major road,FH1262,INI24012,0.0701426063085889
parkinsons disease,Mean FA in superior fronto-occipital fasciculus on FA skeleton (left),HC206,INI25099,0.0700767978983238
parkinsons disease,erythromycin,HC206,MED1140873608,0.0699941124657835
Parkinson's disease,chronic myeloid,FH1262,cancer1056,0.0699838074480758
parkinsons disease,inguinal hernia,HC206,HC243,0.0698094504225171
Parkinson's disease,Ever had laser treatment for glaucoma or high eye pressure,FH1262,BIN5327,0.069794463113223
Parkinson's disease,forceval capsule,FH1262,MED1140870488,0.0697030695953977
parkinsons disease,Mean ICVF in pontine crossing tract on FA skeleton,HC206,INI25345,0.0696993076265779
Parkinson's disease,luteine,FH1262,MED1140910640,0.0696583712436528
Parkinson's disease,cialis 20mg tablet,FH1262,MED1141187818,0.0695831917265694
parkinsons disease,hydroxycarbamide,HC206,MED1141195044,0.0695554969930884
Parkinson's disease,Weighted-mean FA in tract uncinate fasciculus (right),FH1262,INI25514,0.0694285618487625
Parkinson's disease,zydol 50mg capsule,FH1262,MED1140865000,0.0692746461702705
parkinsons disease,Gynoid tissue fat percentage,HC206,INI23264,0.0692328130300915
Parkinson's disease,opticrom allergy eye drops,FH1262,MED1140909482,0.0691638952383917
Parkinson's disease,thyroid goitre,FH1262,HC103,0.068889760693295
parkinsons disease,Mean ICVF in cingulum hippocampus on FA skeleton (left),HC206,INI25381,0.0688841130078123
parkinsons disease,Mean ICVF in cerebral peduncle on FA skeleton (left),HC206,INI25359,0.0687234715363202
Parkinson's disease,Age COPD (Chronic Obstructive Pulmonary Disease) diagnosed by doctor,FH1262,INI22150,0.0687196841648519
parkinsons disease,Mean ISOVF in fornix cres+stria terminalis on FA skeleton (right),HC206,INI25478,0.0685798509257402
Parkinson's disease,clonidine,FH1262,MED1140883468,0.0685678625003299
parkinsons disease,Mean ISOVF in cerebral peduncle on FA skeleton (left),HC206,INI25455,0.0685228712123852
parkinsons disease,implanon 68mg subdermal implant,HC206,MED1141166200,0.0685015464904062
Parkinson's disease,half-inderal la 80mg m/r capsule,FH1262,MED1140866800,0.0682270359055351
parkinsons disease,Femur lower neck BMD (bone mineral density) (right),HC206,INI23206,0.0681762040472898
parkinsons disease,Mean FA in anterior corona radiata on FA skeleton (left),HC206,INI25079,0.0679526461423307
Parkinson's disease,Weighted-mean MO in tract cingulate gyrus part of cingulum (right),FH1262,INI25547,0.0676386143757477
Parkinson's disease,Non-cancer illness year/age first occurred,FH1262,INI87,0.0676036936481902
Parkinson's disease,estriol product,FH1262,MED1141181594,0.0673465140381681
parkinsons disease,lyrica 25mg capsule,HC206,MED1141200072,0.067306594518792
parkinsons disease,coversyl plus 4mg/1.25mg tablet,HC206,MED1141180598,0.0672298165507576
parkinsons disease,dilzem sr 60mg long acting m/r capsule,HC206,MED1140861166,0.0671938104675818
parkinsons disease,Weighted-mean L3 in tract superior thalamic radiation (right),HC206,INI25647,0.0671783108921009
Parkinson's disease,Weighted-mean MO in tract posterior thalamic radiation (right),FH1262,INI25562,0.0671475366456719
Parkinson's disease,Father's age at death,FH1262,INI1807,0.0670895954922143
parkinsons disease,Mean FA in sagittal stratum on FA skeleton (left),HC206,INI25087,0.066922599346676
Parkinson's disease,food supplement/plant/herbal extract,FH1262,MED1199,0.0666360002702369
Parkinson's disease,indomethacin,FH1262,MED1140871336,0.066494991772125
parkinsons disease,magnesium carbonate,HC206,MED1140881320,0.0664720305616341
parkinsons disease,Weighted-mean L3 in tract parahippocampal part of cingulum (left),HC206,INI25629,0.0663051224952474
parkinsons disease,"Volume of grey matter in Supramarginal Gyrus, posterior division (left)",HC206,INI25820,0.0662358187258021
Parkinson's disease,enalapril,FH1262,MED1140888552,0.0661446050794696
Parkinson's disease,Weighted-mean OD in tract cingulate gyrus part of cingulum (right),FH1262,INI25682,0.0659896731409021
Parkinson's disease,hypromellose product,FH1262,MED1141157458,0.0658789243468374
parkinsons disease,Weighted-mean ISOVF in tract uncinate fasciculus (left),HC206,INI25729,0.0658307429275774
Parkinson's disease,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (left),FH1262,INI25870,0.0658254223532389
Parkinson's disease,Volume of grey matter in Superior Frontal Gyrus (right),FH1262,INI25787,0.0657470426047426
Parkinson's disease,eye trauma,FH1262,HC101,0.0657185875442695
Parkinson's disease,carbimazole,FH1262,MED1140874866,0.0656107050352777
parkinsons disease,Weighted-mean MO in tract inferior longitudinal fasciculus (right),HC206,INI25557,0.0651177134906972
Parkinson's disease,Weighted-mean MO in tract anterior thalamic radiation (left),FH1262,INI25544,0.0650608767673672
Parkinson's disease,Weighted-mean OD in tract uncinate fasciculus (left),FH1262,INI25702,0.0646268473555281
parkinsons disease,Volume of amygdala (right),HC206,INI25022,0.0645479376606924
parkinsons disease,Mean ICVF in cingulum hippocampus on FA skeleton (right),HC206,INI25380,0.06445741818228
Parkinson's disease,Weighted-mean ISOVF in tract anterior thalamic radiation (right),FH1262,INI25707,0.0642539853383188
Parkinson's disease,nicotine product,FH1262,MED1140872492,0.0641550759796436
parkinsons disease,glandosane plain spray,HC206,MED1140876384,0.0641514708246334
Parkinson's disease,raloxifene hydrochloride,FH1262,MED1141168574,0.0640268988648222
parkinsons disease,Weighted-mean L2 in tract middle cerebellar peduncle,HC206,INI25612,0.063887678010583
parkinsons disease,Spine bone area,HC206,INI23311,0.0638483121897317
Parkinson's disease,venlafaxine,FH1262,MED1140916282,0.0638180597375567
Parkinson's disease,Knee pain for 3+ months,FH1262,BIN3773,0.0637681181460572
parkinsons disease,Weighted-mean MD in tract middle cerebellar peduncle,HC206,INI25531,0.0637277767863131
parkinsons disease,"Weight, manual entry",HC206,INI3160,0.0635566939512438
Parkinson's disease,Weighted-mean OD in tract posterior thalamic radiation (left),FH1262,INI25696,0.0630869729803931
parkinsons disease,Weighted-mean L3 in tract middle cerebellar peduncle,HC206,INI25639,0.0630783986445246
Parkinson's disease,Number of treatments/medications taken,FH1262,INI137,0.063014437124929
Parkinson's disease,ismo - isosorbide mononitrate,FH1262,MED1140910512,0.0628934427248813
Parkinson's disease,Volume of grey matter in Crus I Cerebellum (right),FH1262,INI25902,0.0628433810487944
Parkinson's disease,cipralex 5mg tablet,FH1262,MED1141190158,0.0627209060335071
Parkinson's disease,co-careldopa,FH1262,MED1140882112,0.0626809832877331
Parkinson's disease,Volume of grey matter in Superior Parietal Lobule (left),FH1262,INI25816,0.0624978701966893
