Sheet,Trait1,Trait2,corr,Reference,Source,Dataset
DeGAs,parkinsons_disease,tylex_capsule,0.76771226,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,pelvis_bone_area,0.76767741,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,fracture_patella_knee,0.76760879,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,keppra_250mg_tablet,0.76752908,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,time_spent_outdoors_in_winter,0.76743412,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,kapake_tablet,0.76735618,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,nedocromil,0.76709522,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,elleste_duet_conti_tablet,0.76694807,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,arm_fat_mass_left_1,0.76669292,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,abdominal_subcutaneous_adipose_tissue_volume_asat,0.76663341,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,solpadeine_capsule,0.76655506,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,pulse_wave_arterial_stiffness_index,0.76649888,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_l3_in_tract_forceps_major,0.76643274,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_isovf_in_tract_anterior_thalamic_...,0.76642922,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,rheumatoid_arthritis,0.76640944,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,synalar_1_10_cream,0.76637763,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,indivina_1mg_2_5mg_tablet,0.76636368,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_isovf_in_sagittal_stratum_on_fa_skeleton_left,0.76632873,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,platelet_count,0.76614665,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_subcallosal_cortex_left,0.76614261,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,ectopic_pregnancy,0.76609349,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,natrilix_sr_1_5mg_m_r_tablet,0.76597219,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,posterior_thigh_lean_muscle_volume_right,0.76583808,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,tinnitus_severity_nuisance,0.76571104,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,age_started_hormone_replacement_therapy_hrt,0.76565357,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,fluticasone,0.76556064,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_hippocampus_left,0.76551545,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,phenergan_10mg_tablet,0.765404,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,rheumatoid_arthritis,0.7652185,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_temporal_fusiform_cort...,0.76520757,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,brimonidine_tartrate,0.76515947,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,impedance_of_arm_left,0.76510067,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,hip_pain_for_3+_months,0.76508034,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,cetraben_emollient_cream,0.76507516,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,nexium_20mg_tablet,0.76492423,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,regulan_3_6g_sachet_powder,0.76489912,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,"forced_expiratory_volume_in_1_second_fev1,_pred...",0.76440181,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,arms_bmd_bone_mineral_density,0.76422658,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,leg_tissue_fat_percentage_right,0.76413927,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,6mm_index_of_best_keratometry_results_left,0.76412896,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,leg_pain_when_standing_still_or_sitting,0.76412756,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_putamen_right,0.76393981,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,leg_tissue_fat_percentage_left,0.76392141,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,vitamin_c_product_1,0.76386653,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_frontal_operculum_cort...,0.76382163,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_mo_in_tract_acoustic_radiation_left,0.76370839,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,hearing_aid_user,0.76360739,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,aortic_stenosis,0.76357915,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,cylindrical_power_right,0.76356741,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,"volume_of_grey_matter_in_parahippocampal_gyrus,...",0.76355725,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,b12_cyanocobalamin_prep,0.76314857,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_isovf_in_body_of_corpus_callosum_on_fa_ske...,0.76214692,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,evening_primrose_oil,0.76212483,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,hypertension,0.76205717,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_viib_cerebellum_left,0.76197982,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,oestrogel_0_06%_gel,0.76191218,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,uniphyllin_continus_200mg_m_r_tablet,0.76180243,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,tranexamic_acid,0.76130384,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,arm_bmd_bone_mineral_density_left,0.76122182,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_isovf_in_retrolenticular_part_of_internal_...,0.76113441,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_od_in_tract_inferior_longitudinal...,0.76112155,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,solifenacin,0.76104102,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mirena_52mg_intrauterine_system,0.76100742,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_od_in_tract_parahippocampal_part_...,0.76082722,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,herpes_simplex,0.76077655,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,dilzem_sr_60mg_long_acting_m_r_capsule,0.76066954,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_l1_in_tract_superior_thalamic_rad...,0.76065832,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,alphagan_0_2%_eye_drops,0.76058104,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,mean_fa_in_posterior_limb_of_internal_capsule_o...,0.76058008,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,maxidex_eye_drops,0.76040091,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,breast_disease_not_cancer,0.76024453,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,dorzolamide+timolol,0.75992932,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_md_in_tract_uncinate_fasciculus_left,0.75991332,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_vi_cerebellum_left,0.75980266,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,volume_of_grey_matter_in_temporal_fusiform_cort...,0.75947609,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,age_tuberculosis_diagnosed_by_doctor,0.7594681,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,weighted_mean_mo_in_tract_inferior_longitudinal...,0.75940733,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,age_started_hormone_replacement_therapy_hrt,0.75931785,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,bread_intake,0.75930104,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,hydroxychloroquine,0.75921736,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,multivitamin+mineral_preparations,0.75919879,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,aortic_aneurysm_rupture,0.75917294,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,climaval_1mg_tablet,0.7589394,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
DeGAs,parkinsons_disease,impedance_of_leg_right,0.7589159,"Tanigawa et al, 2019 (Nature Communications)",Computed by review authors,contributionGene: reconstructed matrix
